PENSION GARANTIZADA UNIVERSAL (PGU);;;;;;;;;;;;;;;;;;;;;
dic-24;;;;;;;;;;;;;;;;;;;;;
(Número y Monto en miles de $);;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Región;Cód. Comuna;Glosa Comuna;Nº Hombre;Monto m$ Hombre;Nº Mujer;Monto m$ Mujer;Total Nº;Total Mto. m$;;;;;;;;;;;;;
16;16203;COELEMU;392;83.983;772;165.274;1.164;249.257;769;163.103;802;169.590;1.571;332.693;1.161;247.086;1.574;334.865;2.735;581.950;
16;16204;NINHUE;214;45.859;319;67.407;533;113.266;216;46.237;181;37.745;397;83.982;430;92.096;500;105.152;930;197.249;
16;16205;PORTEZUELO;189;40.502;291;61.958;480;102.460;204;43.078;222;47.021;426;90.099;393;83.580;513;108.979;906;192.559;
16;16206;RANQUIL;126;27.001;301;64.503;427;91.504;309;64.773;305;64.583;614;129.357;435;91.775;606;129.086;1.041;220.861;
16;16207;TREHUACO;176;37.716;271;57.675;447;95.391;235;49.694;202;42.599;437;92.292;411;87.410;473;100.274;884;187.683;
16;16301;SAN CARLOS;1.139;243.795;2.132;452.848;3.271;696.643;2.330;491.790;2.505;529.870;4.835;1.021.660;3.469;735.585;4.637;982.718;8.106;1.718.303;
16;16302;COIHUECO;521;111.648;850;178.539;1.371;290.187;775;164.275;732;154.770;1.507;319.045;1.296;275.923;1.582;333.310;2.878;609.233;
16;16303;ÑIQUEN;359;76.771;589;125.648;948;202.419;498;105.459;449;95.461;947;200.921;857;182.231;1.038;221.109;1.895;403.340;
16;16304;SAN FABIAN;142;30.430;192;40.954;334;71.384;170;35.758;183;38.294;353;74.052;312;66.188;375;79.248;687;145.436;
16;16305;SAN NICOLAS;232;49.675;500;105.681;732;155.356;447;94.722;404;85.573;851;180.295;679;144.397;904;191.253;1.583;335.651;
8;8101;CONCEPCION;1.776;379.782;5.575;1.191.049;7.351;1.570.831;9.661;1.982.892;12.272;2.561.196;21.933;4.544.087;11.437;2.362.674;17.847;3.752.244;29.284;6.114.918;
8;8102;CORONEL;759;162.572;3.181;679.889;3.940;842.461;4.466;933.213;4.793;1.015.773;9.259;1.948.986;5.225;1.095.785;7.974;1.695.662;13.199;2.791.447;
8;8103;CHIGUAYANTE;468;100.003;2.007;429.537;2.475;529.540;3.756;777.502;4.149;875.045;7.905;1.652.547;4.224;877.505;6.156;1.304.582;10.380;2.182.087;
8;8104;FLORIDA;278;59.574;539;115.297;817;174.871;591;125.520;471;100.554;1.062;226.074;869;185.094;1.010;215.851;1.879;400.945;
8;8105;HUALQUI;355;75.887;816;173.923;1.171;249.809;1.010;213.619;908;192.181;1.918;405.800;1.365;289.506;1.724;366.104;3.089;655.610;
8;8106;LOTA;334;71.575;1.612;344.907;1.946;416.482;2.023;415.822;2.236;474.535;4.259;890.357;2.357;487.397;3.848;819.442;6.205;1.306.839;
8;8107;PENCO;313;67.027;1.595;339.387;1.908;406.414;2.342;490.204;2.304;486.328;4.646;976.532;2.655;557.231;3.899;825.715;6.554;1.382.946;
8;8108;SAN PEDRO DE LA PAZ;555;118.474;2.211;472.251;2.766;590.725;3.876;787.212;4.904;1.021.737;8.780;1.808.949;4.431;905.686;7.115;1.493.988;11.546;2.399.674;
8;8109;SANTA JUANA;422;90.433;667;142.821;1.089;233.254;607;127.755;561;118.962;1.168;246.717;1.029;218.188;1.228;261.783;2.257;479.971;
8;8110;TALCAHUANO;1.072;229.579;4.519;966.274;5.591;1.195.853;6.943;1.399.938;7.508;1.576.490;14.451;2.976.427;8.015;1.629.517;12.027;2.542.764;20.042;4.172.281;
8;8111;TOME;716;153.070;1.907;406.890;2.623;559.961;2.805;589.266;3.130;660.125;5.935;1.249.391;3.521;742.337;5.037;1.067.015;8.558;1.809.352;
8;8112;HUALPEN;536;114.706;2.491;532.441;3.027;647.147;3.825;791.556;4.615;972.239;8.440;1.763.796;4.361;906.263;7.106;1.504.680;11.467;2.410.942;
8;8201;LEBU;336;71.950;893;189.882;1.229;261.832;952;199.654;918;193.711;1.870;393.365;1.288;271.604;1.811;383.593;3.099;655.196;
8;8202;ARAUCO;516;110.429;1.376;294.149;1.892;404.578;1.596;333.988;1.294;273.938;2.890;607.926;2.112;444.417;2.670;568.087;4.782;1.012.504;
8;8203;CAÑETE;787;168.651;1.443;306.499;2.230;475.150;1.372;290.668;1.273;267.895;2.645;558.563;2.159;459.319;2.716;574.394;4.875;1.033.713;
8;8204;CONTULMO;201;43.073;286;61.098;487;104.171;229;48.411;223;47.311;452;95.722;430;91.485;509;108.409;939;199.894;
8;8205;CURANILAHUE;237;50.615;1.181;250.381;1.418;300.996;1.531;322.831;1.282;268.311;2.813;591.141;1.768;373.445;2.463;518.692;4.231;892.138;
8;8206;LOS ALAMOS;224;48.002;657;138.944;881;186.946;831;176.494;710;149.694;1.541;326.189;1.055;224.497;1.367;288.638;2.422;513.135;
8;8207;TIRUA;355;76.075;436;92.861;791;168.936;199;42.517;180;38.532;379;81.049;554;118.593;616;131.393;1.170;249.985;
8;8301;LOS ANGELES;1.997;427.276;5.741;1.223.166;7.738;1.650.442;8.940;1.872.431;8.774;1.847.589;17.714;3.720.020;10.937;2.299.707;14.515;3.070.755;25.452;5.370.462;
8;8302;ANTUCO;79;16.929;201;42.692;280;59.621;221;46.453;188;40.127;409;86.580;300;63.383;389;82.819;689;146.201;
8;8303;CABRERO;327;70.075;1.079;230.257;1.406;300.332;1.523;321.429;1.122;237.309;2.645;558.738;1.850;391.504;2.201;467.566;4.051;859.069;
8;8304;LAJA;312;66.652;988;210.642;1.300;277.294;1.314;273.571;1.067;227.490;2.381;501.061;1.626;340.223;2.055;438.132;3.681;778.355;
8;8305;MULCHEN;365;78.110;1.023;218.290;1.388;296.401;1.403;298.037;1.304;274.655;2.707;572.692;1.768;376.147;2.327;492.945;4.095;869.092;
8;8306;NACIMIENTO;441;94.315;981;209.873;1.422;304.188;1.373;287.866;1.009;213.712;2.382;501.578;1.814;382.181;1.990;423.585;3.804;805.766;
8;8307;NEGRETE;139;29.787;321;68.789;460;98.576;475;100.732;379;80.965;854;181.696;614;130.519;700;149.754;1.314;280.273;
8;8308;QUILACO;141;30.166;216;46.097;357;76.263;196;41.530;182;38.640;378;80.170;337;71.696;398;84.737;735;156.433;
8;8309;QUILLECO;183;39.216;455;96.343;638;135.559;450;95.498;352;74.526;802;170.024;633;134.714;807;170.868;1.440;305.583;
8;8310;SAN ROSENDO;65;13.915;141;30.216;206;44.131;195;41.273;185;39.004;380;80.277;260;55.188;326;69.220;586;124.408;
8;8311;SANTA BARBARA;356;76.289;601;128.475;957;204.765;599;126.706;566;120.219;1.165;246.926;955;202.996;1.167;248.695;2.122;451.690;
8;8312;TUCAPEL;221;47.291;590;125.863;811;173.154;768;161.202;691;146.860;1.459;308.062;989;208.494;1.281;272.722;2.270;481.216;
8;8313;YUMBEL;637;136.507;1.029;219.939;1.666;356.445;1.198;250.757;1.168;247.055;2.366;497.812;1.835;387.264;2.197;466.993;4.032;854.257;
8;8314;ALTO BIO BIO;142;30.430;185;39.645;327;70.075;113;24.089;73;15.453;186;39.541;255;54.519;258;55.098;513;109.616;
9;9101;TEMUCO;3.049;652.579;7.966;1.699.330;11.015;2.351.909;10.133;2.113.060;12.779;2.677.254;22.912;4.790.314;13.182;2.765.639;20.745;4.376.584;33.927;7.142.223;
9;9102;CARAHUE;1.193;255.542;1.503;321.098;2.696;576.640;777;165.173;845;180.179;1.622;345.353;1.970;420.716;2.348;501.277;4.318;921.993;
9;9103;CUNCO;618;132.285;1.047;222.817;1.665;355.102;868;184.413;770;162.986;1.638;347.399;1.486;316.698;1.817;385.803;3.303;702.501;
9;9104;CURARREHUE;432;92.576;466;99.694;898;192.269;157;33.181;166;35.171;323;68.352;589;125.757;632;134.864;1.221;260.621;
9;9105;FREIRE;626;134.149;1.133;241.652;1.759;375.802;1.093;232.061;859;182.619;1.952;414.681;1.719;366.211;1.992;424.272;3.711;790.482;
9;9106;GALVARINO;508;108.705;638;136.366;1.146;245.071;389;82.571;310;65.690;699;148.261;897;191.275;948;202.056;1.845;393.331;
9;9107;GORBEA;429;91.854;654;139.590;1.083;231.444;714;150.329;802;170.963;1.516;321.292;1.143;242.183;1.456;310.552;2.599;552.736;
9;9108;LAUTARO;601;128.655;1.463;309.198;2.064;437.853;1.366;287.436;1.418;299.991;2.784;587.427;1.967;416.091;2.881;609.189;4.848;1.025.280;
9;9109;LONCOCHE;495;106.077;1.026;219.296;1.521;325.372;1.150;243.835;1.033;219.543;2.183;463.378;1.645;349.912;2.059;438.839;3.704;788.751;
9;9110;MELIPEUCO;357;76.504;488;104.195;845;180.699;243;51.991;191;40.340;434;92.332;600;128.495;679;144.535;1.279;273.030;
9;9111;NUEVA IMPERIAL;1.239;265.350;1.743;372.110;2.982;637.461;1.208;255.497;1.224;258.355;2.432;513.852;2.447;520.847;2.967;630.465;5.414;1.151.312;
9;9112;PADRE LAS CASAS;1.112;238.297;2.404;512.998;3.516;751.295;2.250;475.797;2.169;459.582;4.419;935.379;3.362;714.094;4.573;972.580;7.935;1.686.674;
9;9113;PERQUENCO;90;19.287;248;52.575;338;71.862;282;59.588;239;50.788;521;110.376;372;78.875;487;103.363;859;182.238;
9;9114;PITRUFQUEN;615;131.792;1.136;242.956;1.751;374.748;1.076;228.710;1.111;235.242;2.187;463.952;1.691;360.502;2.247;478.198;3.938;838.700;
9;9115;PUCON;597;127.757;840;178.909;1.437;306.666;935;194.499;1.049;219.788;1.984;414.286;1.532;322.255;1.889;398.697;3.421;720.952;
9;9116;PUERTO SAAVEDRA;672;144.007;741;158.585;1.413;302.592;331;69.457;327;69.871;658;139.328;1.003;213.464;1.068;228.456;2.071;441.920;
9;9117;TEODORO SCHMIDT;830;177.866;871;186.107;1.701;363.973;449;95.204;455;97.237;904;192.440;1.279;273.069;1.326;283.344;2.605;556.413;
9;9118;TOLTEN;548;117.263;580;124.177;1.128;241.440;293;62.071;301;63.649;594;125.719;841;179.334;881;187.826;1.722;367.160;
9;9119;VILCUN;437;93.322;989;209.463;1.426;302.786;1.029;219.017;968;204.862;1.997;423.879;1.466;312.340;1.957;414.325;3.423;726.665;
9;9120;VILLARRICA;1.221;261.548;2.107;449.699;3.328;711.248;2.630;548.599;2.653;559.696;5.283;1.108.295;3.851;810.148;4.760;1.009.395;8.611;1.819.543;
9;9121;CHOLCHOL;479;102.578;572;122.387;1.051;224.965;309;65.922;315;67.122;624;133.045;788;168.500;887;189.509;1.675;358.009;
9;9201;ANGOL;721;154.325;1.537;326.406;2.258;480.731;2.339;491.580;2.607;548.030;4.946;1.039.610;3.060;645.904;4.144;874.436;7.204;1.520.341;
9;9202;COLLIPULLI;323;69.068;875;182.525;1.198;251.592;965;205.117;951;199.976;1.916;405.093;1.288;274.184;1.826;382.501;3.114;656.685;
9;9203;CURACAUTIN;436;93.234;918;195.271;1.354;288.505;893;188.240;932;197.303;1.825;385.543;1.329;281.474;1.850;392.574;3.179;674.048;
9;9204;ERCILLA;147;31.502;279;58.846;426;90.347;277;59.116;236;49.335;513;108.451;424;90.618;515;108.181;939;198.798;
9;9205;LONQUIMAY;480;102.587;573;122.392;1.053;224.980;299;63.121;256;54.462;555;117.583;779;165.709;829;176.855;1.608;342.563;
9;9206;LOS SAUCES;229;49.074;345;73.533;574;122.607;312;66.666;239;50.699;551;117.365;541;115.739;584;124.232;1.125;239.971;
9;9207;LUMACO;343;73.504;432;91.116;775;164.619;262;55.964;216;45.844;478;101.808;605;129.467;648;136.960;1.253;266.427;
9;9208;PUREN;429;91.933;675;142.928;1.104;234.861;383;80.663;435;92.081;818;172.744;812;172.596;1.110;235.009;1.922;407.605;
9;9209;RENAICO;122;26.144;354;75.355;476;101.499;471;100.284;406;86.367;877;186.651;593;126.428;760;161.722;1.353;288.149;
9;9210;TRAIGUEN;414;88.682;824;174.733;1.238;263.415;877;185.002;915;192.660;1.792;377.662;1.291;273.684;1.739;367.393;3.030;641.078;
9;9211;VICTORIA;503;107.791;1.339;284.281;1.842;392.072;1.682;355.717;1.854;393.182;3.536;748.899;2.185;463.508;3.193;677.463;5.378;1.140.971;
14;14101;VALDIVIA;1.326;283.258;3.882;825.669;5.208;1.108.927;6.725;1.401.875;8.195;1.717.912;14.920;3.119.787;8.051;1.685.133;12.077;2.543.581;20.128;4.228.714;
14;14102;CORRAL;111;23.787;194;41.026;305;64.813;229;48.547;201;42.653;430;91.200;340;72.334;395;83.679;735;156.013;
14;14103;LANCO;375;80.200;695;148.774;1.070;228.973;714;151.263;755;160.722;1.469;311.985;1.089;231.463;1.450;309.496;2.539;540.958;
14;14104;LOS LAGOS;258;55.288;712;151.479;970;206.768;1.000;212.008;827;175.935;1.827;387.943;1.258;267.297;1.539;327.414;2.797;594.711;
14;14105;MAFIL;100;21.245;231;49.341;331;70.586;353;74.439;310;66.135;663;140.574;453;95.684;541;115.476;994;211.160;
14;14106;SAN JOSE DE LA MARIQUINA;459;98.150;678;144.893;1.137;243.044;874;185.213;750;157.963;1.624;343.176;1.333;283.363;1.428;302.856;2.761;586.220;
14;14107;PAILLACO;424;90.862;894;190.924;1.318;281.785;914;193.820;901;190.020;1.815;383.840;1.338;284.681;1.795;380.944;3.133;665.625;
14;14108;PANGUIPULLI;917;196.411;1.459;309.736;2.376;506.148;1.263;265.091;1.272;267.537;2.535;532.629;2.180;461.503;2.731;577.274;4.911;1.038.776;
14;14201;LA UNION;599;128.334;1.351;288.185;1.950;416.520;1.968;414.579;1.876;396.668;3.844;811.247;2.567;542.913;3.227;684.854;5.794;1.227.767;
14;14202;FUTRONO;296;63.276;587;124.257;883;187.533;588;125.315;507;107.536;1.095;232.851;884;188.591;1.094;231.793;1.978;420.384;
14;14203;LAGO RANCO;331;70.932;466;99.701;797;170.633;402;85.155;346;73.259;748;158.414;733;156.087;812;172.960;1.545;329.047;
14;14204;RIO BUENO;659;141.181;1.297;276.702;1.956;417.883;1.419;300.654;1.500;317.224;2.919;617.878;2.078;441.835;2.797;593.926;4.875;1.035.761;
10;10101;PUERTO MONTT;2.425;518.671;5.475;1.167.508;7.900;1.686.179;7.869;1.647.170;8.557;1.799.769;16.426;3.446.939;10.294;2.165.841;14.032;2.967.277;24.326;5.133.118;
10;10102;CALBUCO;1.236;264.708;1.518;324.026;2.754;588.735;982;207.253;1.022;215.635;2.004;422.888;2.218;471.961;2.540;539.662;4.758;1.011.623;
10;10103;COCHAMO;220;47.145;268;57.431;488;104.576;149;31.319;102;21.836;251;53.154;369;78.464;370;79.267;739;157.731;
10;10104;FRESIA;332;70.944;576;121.911;908;192.855;448;94.998;475;99.761;923;194.759;780;165.942;1.051;221.671;1.831;387.614;
10;10105;FRUTILLAR;215;46.029;562;119.672;777;165.701;854;180.824;784;166.368;1.638;347.192;1.069;226.853;1.346;286.040;2.415;512.893;
10;10106;LOS MUERMOS;786;168.437;903;192.729;1.689;361.165;578;122.558;561;118.692;1.139;241.250;1.364;290.995;1.464;311.421;2.828;602.416;
10;10107;LLANQUIHUE;144;30.859;552;118.101;696;148.959;808;169.844;772;163.367;1.580;333.211;952;200.703;1.324;281.467;2.276;482.170;
10;10108;MAULLIN;815;174.651;911;194.842;1.726;369.494;447;94.558;457;96.288;904;190.846;1.262;269.209;1.368;291.130;2.630;560.339;
10;10109;PUERTO VARAS;355;76.075;1.034;221.212;1.389;297.287;1.533;314.942;1.719;361.272;3.252;676.213;1.888;391.017;2.753;582.484;4.641;973.501;
10;10201;CASTRO;697;149.315;1.226;261.462;1.923;410.777;1.545;325.005;1.920;403.481;3.465;728.486;2.242;474.320;3.146;664.944;5.388;1.139.263;
10;10202;ANCUD;858;183.671;1.309;280.323;2.167;463.994;1.732;365.722;1.960;414.573;3.692;780.296;2.590;549.394;3.269;694.896;5.859;1.244.289;
10;10203;CHONCHI;305;65.360;518;111.005;823;176.366;493;103.751;525;110.265;1.018;214.016;798;169.111;1.043;221.271;1.841;390.382;
10;10204;CURACO DE VELEZ;99;21.215;216;46.288;315;67.503;121;25.796;140;30.000;261;55.796;220;47.011;356;76.288;576;123.299;
10;10205;DALCAHUE;386;82.718;575;123.220;961;205.938;400;84.263;362;77.114;762;161.377;786;166.982;937;200.334;1.723;367.316;
10;10206;PUQUELDON;121;25.930;314;67.289;435;93.219;123;26.192;128;26.889;251;53.081;244;52.122;442;94.178;686;146.300;
10;10207;QUEILEN;183;39.216;257;54.883;440;94.100;182;38.584;175;36.546;357;75.131;365;77.801;432;91.430;797;169.230;
10;10208;QUELLON;579;124.077;660;140.863;1.239;264.941;617;130.523;638;135.702;1.255;266.226;1.196;254.601;1.298;276.566;2.494;531.166;
10;10209;QUEMCHI;393;84.218;524;112.291;917;196.509;258;54.168;231;48.815;489;102.983;651;138.386;755;161.107;1.406;299.493;
10;10210;QUINCHAO;304;65.146;562;120.111;866;185.257;229;47.035;258;53.987;487;101.022;533;112.181;820;174.098;1.353;286.280;
10;10301;OSORNO;1.672;357.471;4.708;1.001.986;6.380;1.359.457;6.821;1.436.618;7.993;1.684.987;14.814;3.121.605;8.493;1.794.089;12.701;2.686.973;21.194;4.481.062;
10;10302;PUERTO OCTAY;126;26.695;298;63.461;424;90.156;363;76.899;291;61.102;654;138.000;489;103.594;589;124.563;1.078;228.156;
10;10303;PURRANQUE;348;74.570;836;178.562;1.184;253.132;1.017;216.209;1.011;214.903;2.028;431.112;1.365;290.779;1.847;393.464;3.212;684.244;
10;10304;PUYEHUE;183;39.216;392;83.656;575;122.872;504;107.092;444;94.535;948;201.628;687;146.309;836;178.191;1.523;324.500;
10;10305;RIO NEGRO;274;58.717;528;111.478;802;170.195;632;132.809;640;135.006;1.272;267.815;906;191.526;1.168;246.484;2.074;438.009;
10;10306;SAN JUAN DE LA COSTA;404;86.576;462;99.005;866;185.580;251;52.972;171;36.501;422;89.473;655;139.547;633;135.506;1.288;275.053;
10;10307;SAN PABLO;245;52.503;486;103.749;731;156.251;436;92.548;376;79.931;812;172.479;681;145.050;862;183.680;1.543;328.730;
10;10401;CHAITEN;188;40.288;197;42.216;385;82.504;96;20.342;112;23.431;208;43.773;284;60.630;309;65.647;593;126.277;
10;10402;FUTALEUFU;119;25.501;127;27.216;246;52.717;70;14.336;75;15.752;145;30.088;189;39.838;202;42.968;391;82.805;
10;10403;HUALAIHUE;317;67.932;322;68.833;639;136.765;246;52.116;210;44.253;456;96.369;563;120.048;532;113.086;1.095;233.133;
10;10404;PALENA;98;21.001;91;19.501;189;40.502;96;20.208;108;22.384;204;42.592;194;41.209;199;41.885;393;83.094;
11;11101;COYHAIQUE;685;146.765;1.331;283.152;2.016;429.917;2.023;424.960;2.134;449.974;4.157;874.934;2.708;571.725;3.465;733.126;6.173;1.304.851;
11;11102;LAGO VERDE;32;6.857;41;8.786;73;15.644;39;8.329;21;4.500;60;12.830;71;15.187;62;13.286;133;28.473;
11;11201;PUERTO AYSEN;319;68.360;479;101.849;798;170.210;825;173.935;789;166.171;1.614;340.106;1.144;242.295;1.268;268.020;2.412;510.316;
11;11202;CISNES;115;24.644;117;24.958;232;49.602;179;37.455;148;31.690;327;69.144;294;62.099;265;56.648;559;118.746;
11;11203;GUAITECAS;50;10.715;37;7.929;87;18.644;36;7.715;21;4.500;57;12.215;86;18.429;58;12.429;144;30.859;
11;11301;COCHRANE;110;23.470;127;26.434;237;49.904;100;20.693;99;20.886;199;41.579;210;44.163;226;47.320;436;91.483;
11;11302;O'HIGGINS;14;3.000;5;1.071;19;4.072;15;3.214;4;857;19;4.072;29;6.215;9;1.929;38;8.143;
11;11303;TORTEL;14;3.000;12;2.572;26;5.572;6;1.286;6;1.286;12;2.572;20;4.286;18;3.857;38;8.143;
11;11401;CHILE CHICO;247;52.931;268;57.223;515;110.154;210;44.453;218;45.616;428;90.069;457;97.384;486;102.839;943;200.223;
11;11402;RIO IBAÑEZ;107;22.930;129;27.497;236;50.426;106;22.437;96;20.150;202;42.587;213;45.367;225;47.646;438;93.013;
12;12101;PUNTA ARENAS;778;166.074;2.384;508.606;3.162;674.680;5.408;1.113.066;6.503;1.356.941;11.911;2.470.006;6.186;1.279.140;8.887;1.865.547;15.073;3.144.687;
12;12102;LAGUNA BLANCA;5;1.071;0;0;5;1.071;8;1.714;5;1.044;13;2.759;13;2.786;5;1.044;18;3.830;
12;12103;RIO VERDE;1;69;2;429;3;497;9;1.929;1;214;10;2.143;10;1.997;3;643;13;2.640;
12;12104;SAN GREGORIO;5;1.071;7;1.500;12;2.572;11;2.357;3;643;14;3.000;16;3.429;10;2.143;26;5.572;
12;12201;CABO DE HORNOS;9;1.929;12;2.572;21;4.500;24;5.035;24;5.143;48;10.178;33;6.964;36;7.715;69;14.679;
12;12202;ANTARTICA;0;0;0;0;0;0;2;429;1;214;3;643;2;429;1;214;3;643;
12;12301;PORVENIR;57;12.114;101;21.644;158;33.758;264;56.092;219;46.323;483;102.415;321;68.206;320;67.967;641;136.174;
12;12302;PRIMAVERA;2;429;4;857;6;1.286;27;5.581;20;4.286;47;9.867;29;6.010;24;5.143;53;11.153;
12;12303;TIMANKEL;0;0;0;0;0;0;6;1.266;0;0;6;1.266;6;1.266;0;0;6;1.266;
12;12401;PUERTO NATALES;473;101.362;744;157.696;1.217;259.058;814;172.726;936;193.921;1.750;366.647;1.287;274.088;1.680;351.618;2.967;625.706;
12;12402;TORRES DEL PAINE;0;0;1;214;1;214;11;2.357;0;0;11;2.357;11;2.357;1;214;12;2.572;
13;13101;SANTIAGO;2.516;538.110;4.730;1.008.517;7.246;1.546.627;17.790;3.727.836;16.772;3.514.390;34.562;7.242.226;20.306;4.265.946;21.502;4.522.907;41.808;8.788.853;
13;13102;CERRILLOS;490;104.783;1.690;360.702;2.180;465.485;3.182;665.761;3.862;816.488;7.044;1.482.249;3.672;770.544;5.552;1.177.190;9.224;1.947.734;
13;13103;CERRO NAVIA;1.362;291.773;3.634;777.011;4.996;1.068.784;5.947;1.264.951;6.613;1.407.503;12.560;2.672.453;7.309;1.556.724;10.247;2.184.513;17.556;3.741.237;
13;13104;CONCHALI;1.254;268.244;3.299;703.342;4.553;971.586;5.662;1.190.985;7.121;1.511.571;12.783;2.702.556;6.916;1.459.229;10.420;2.214.913;17.336;3.674.142;
13;13105;EL BOSQUE;1.321;282.578;4.035;862.001;5.356;1.144.579;6.965;1.469.339;7.596;1.607.539;14.561;3.076.879;8.286;1.751.918;11.631;2.469.540;19.917;4.221.458;
13;13106;ESTACION CENTRAL;1.177;251.600;2.885;616.257;4.062;867.857;5.240;1.090.977;6.837;1.442.946;12.077;2.533.922;6.417;1.342.577;9.722;2.059.202;16.139;3.401.779;
13;13107;HUECHURABA;565;120.682;1.715;364.884;2.280;485.566;2.875;597.731;3.426;720.974;6.301;1.318.704;3.440;718.413;5.141;1.085.857;8.581;1.804.270;
13;13108;INDEPENDENCIA;793;169.376;1.797;383.368;2.590;552.744;3.113;647.927;4.523;953.482;7.636;1.601.408;3.906;817.303;6.320;1.336.850;10.226;2.154.152;
13;13109;LA CISTERNA;928;198.044;2.529;539.755;3.457;737.800;3.749;775.015;5.116;1.076.075;8.865;1.851.089;4.677;973.059;7.645;1.615.830;12.322;2.588.889;
13;13110;LA FLORIDA;2.356;501.951;8.794;1.879.487;11.150;2.381.439;16.666;3.407.492;21.548;4.533.981;38.214;7.941.474;19.022;3.909.444;30.342;6.413.469;49.364;10.322.912;
13;13111;LA GRANJA;1.229;263.153;3.436;733.002;4.665;996.155;5.868;1.242.192;5.946;1.264.248;11.814;2.506.440;7.097;1.505.345;9.382;1.997.249;16.479;3.502.595;
13;13112;LA PINTANA;1.463;313.136;4.207;897.789;5.670;1.210.925;7.283;1.553.489;6.967;1.483.918;14.250;3.037.407;8.746;1.866.624;11.174;2.381.707;19.920;4.248.331;
13;13113;LA REINA;441;94.215;1.335;285.203;1.776;379.417;2.429;480.055;4.529;928.517;6.958;1.408.572;2.870;574.270;5.864;1.213.719;8.734;1.787.989;
13;13114;LAS CONDES;1.009;214.225;3.639;778.571;4.648;992.796;6.055;1.143.285;13.810;2.783.416;19.865;3.926.701;7.064;1.357.509;17.449;3.561.988;24.513;4.919.497;
13;13115;LO BARNECHEA;372;79.501;871;185.836;1.243;265.336;1.606;327.814;2.307;482.716;3.913;810.530;1.978;407.314;3.178;668.552;5.156;1.075.866;
13;13116;LO ESPEJO;1.047;224.315;2.699;576.817;3.746;801.131;4.381;931.386;4.630;984.080;9.011;1.915.466;5.428;1.155.701;7.329;1.560.897;12.757;2.716.597;
13;13117;LO PRADO;927;198.608;2.568;548.804;3.495;747.412;4.290;905.605;5.494;1.165.315;9.784;2.070.921;5.217;1.104.213;8.062;1.714.119;13.279;2.818.332;
13;13118;MACUL;872;185.538;2.546;543.621;3.418;729.159;4.859;993.107;7.348;1.535.854;12.207;2.528.961;5.731;1.178.645;9.894;2.079.475;15.625;3.258.120;
13;13119;MAIPU;2.747;584.298;10.394;2.221.497;13.141;2.805.794;22.045;4.565.017;25.974;5.490.654;48.019;10.055.671;24.792;5.149.315;36.368;7.712.151;61.160;12.861.465;
13;13120;ÑUÑOA;1.169;248.375;3.170;676.939;4.339;925.313;6.117;1.195.950;12.694;2.605.021;18.811;3.800.971;7.286;1.444.324;15.864;3.281.960;23.150;4.726.284;
13;13121;PEDRO AGUIRRE CERDA;1.230;263.289;2.873;612.470;4.103;875.759;5.040;1.061.513;6.056;1.284.021;11.096;2.345.534;6.270;1.324.802;8.929;1.896.491;15.199;3.221.293;
13;13122;PEÑALOLEN;1.585;338.535;4.711;1.006.689;6.296;1.345.225;8.389;1.753.860;10.584;2.236.220;18.973;3.990.081;9.974;2.092.396;15.295;3.242.910;25.269;5.335.305;
13;13123;PROVIDENCIA;598;127.561;1.612;344.238;2.210;471.800;2.808;538.588;6.677;1.341.539;9.485;1.880.127;3.406;666.149;8.289;1.685.777;11.695;2.351.926;
13;13124;PUDAHUEL;1.591;340.545;4.415;942.095;6.006;1.282.639;8.560;1.810.385;9.375;1.994.991;17.935;3.805.376;10.151;2.150.930;13.790;2.937.086;23.941;5.088.016;
13;13125;QUILICURA;863;184.452;2.595;554.939;3.458;739.391;5.976;1.254.967;6.055;1.284.428;12.031;2.539.395;6.839;1.439.419;8.650;1.839.367;15.489;3.278.785;
13;13126;QUINTA NORMAL;1.313;280.754;2.942;628.735;4.255;909.489;4.663;977.041;6.206;1.312.902;10.869;2.289.943;5.976;1.257.795;9.148;1.941.637;15.124;3.199.432;
13;13127;RECOLETA;1.609;344.003;3.780;807.286;5.389;1.151.289;6.386;1.342.453;7.904;1.673.504;14.290;3.015.957;7.995;1.686.456;11.684;2.480.791;19.679;4.167.247;
13;13128;RENCA;1.143;244.436;3.385;722.152;4.528;966.588;6.018;1.278.816;6.513;1.387.402;12.531;2.666.219;7.161;1.523.252;9.898;2.109.554;17.059;3.632.806;
13;13129;SAN JOAQUIN;1.047;223.862;2.590;551.914;3.637;775.776;4.331;908.807;5.630;1.187.482;9.961;2.096.289;5.378;1.132.668;8.220;1.739.397;13.598;2.872.065;
13;13130;SAN MIGUEL;928;197.961;2.404;513.148;3.332;711.109;3.759;765.140;5.937;1.241.357;9.696;2.006.497;4.687;963.101;8.341;1.754.505;13.028;2.717.606;
13;13131;SAN RAMON;940;201.100;2.729;581.884;3.669;782.983;3.773;800.391;4.252;903.804;8.025;1.704.195;4.713;1.001.491;6.981;1.485.687;11.694;2.487.179;
13;13132;VITACURA;200;42.231;916;196.104;1.116;238.335;1.166;212.874;2.828;561.859;3.994;774.733;1.366;255.104;3.744;757.964;5.110;1.013.068;
